"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1670084586716426241","Mon Jun 19 06:04:41 +0000 2023","0","@manivrse Her the moment she got a chance to swim away. https://t.co/3hGO5lj4hB","1670673939545092099","https://pbs.twimg.com/tweet_video_thumb/Fy9tFyUWcAMoVwR.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670673939545092099","1650747845861953538",
"1670084586716426241","Sun Jun 18 01:37:02 +0000 2023","0","@manivrse Lmbo it s funny cus I imagine this be her while folks online campaigning for her to leave that nigga too ","1670244196941455362","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670244196941455362","270410011",
"1670084586716426241","Sun Jun 18 03:20:19 +0000 2023","0","@manivrse Not ONEEEEE fck ","1670270188460163074","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670270188460163074","2602539350",
"1670084586716426241","Sun Jun 18 23:48:11 +0000 2023","0","@manivrse she s so fake","1670579190192820225","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670579190192820225","1081851051018342400",
"1670084586716426241","Sun Jun 18 10:21:27 +0000 2023","0","@manivrse DreamWorks is gonna end her ass","1670376171194957827","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670376171194957827","1313387724347305985",
"1670084586716426241","Sun Jun 18 00:30:01 +0000 2023","0","@manivrse LMAOAOA at allll","1670227329266638848","","manivrse","et","","0","0","0","https://x.com/undefined/status/1670227329266638848","1119336128635707392",
"1670084586716426241","Mon Jun 19 11:47:18 +0000 2023","0","@manivrse She was being respectful by letting him finish what he had to say.","1670760162800312320","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670760162800312320","1558951725213646850",
"1670084586716426241","Sun Jun 18 18:37:37 +0000 2023","0","@manivrse her ass stay running off somewhere","1670501032986660867","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670501032986660867","788148554703466496",
"1670084586716426241","Sun Jun 18 19:25:16 +0000 2023","0","@manivrse Playing in that man face","1670513023356661760","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670513023356661760","1328824787523821574",
"1670084586716426241","Sun Jun 18 17:33:20 +0000 2023","0","@manivrse Ong she wanted that human meat","1670484856206139394","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670484856206139394","1450616858005102597",
"1670084586716426241","Sun Jun 18 13:05:10 +0000 2023","0","@manivrse @MoeFasho_ ","1670417371008323586","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670417371008323586","1316363532892540929",
"1670084586716426241","Sun Jun 18 02:47:36 +0000 2023","0","@manivrse ","1670261953292271618","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670261953292271618","573232932",
"1670084586716426241","Sun Jun 18 01:01:53 +0000 2023","0","@manivrse She coulda fooled me","1670235351225335808","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670235351225335808","1014708207900651520",
"1670084586716426241","Sun Jun 18 21:55:13 +0000 2023","0","@manivrse I still haven t seen it cause it s a remix same storyline different actor","1670550761455886337","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670550761455886337","325785779",
"1670084586716426241","Sun Jun 18 11:41:54 +0000 2023","0","@manivrse Wasn t the reason why is bcuz in this version she actually likes living in the sea she just has a passion for living on land and humans?","1670396413694582785","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670396413694582785","1649476256105385984",
"1670084586716426241","Mon Jun 19 13:29:53 +0000 2023","0","@manivrse the way she left IMMEDIATELY after the song ended ","1670785978326306820","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670785978326306820","1488336214507859968",
"1670084586716426241","Sat Jul 08 16:15:45 +0000 2023","0","@manivrse Wut? XD","1677713087074279425","","manivrse","en","","0","0","0","https://x.com/undefined/status/1677713087074279425","1134954744785620992",
"1670084586716426241","Sun Jun 18 02:41:47 +0000 2023","0","@manivrse Little did he know her ass was gonna be on that shore in 3.2.1 ","1670260492336525312","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670260492336525312","543743704",
"1670084586716426241","Tue Jun 20 16:38:14 +0000 2023","0","@manivrse @HalleBailey bro was really planning her escape as she was smiling ","1671195763957719040","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671195763957719040","1415329415106633740",
"1670084586716426241","Sun Jun 18 04:40:52 +0000 2023","0","@manivrse @rihannasbrella","1670290459581612032","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670290459581612032","476163433",
"1670084586716426241","Sun Jun 18 04:05:41 +0000 2023","0","@manivrse that was kind of the point of this scene Melanî","1670281606156914690","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670281606156914690","1492052240760127492",
"1670084586716426241","Sun Jun 18 04:57:21 +0000 2023","0","@manivrse Lmaooo no fr had him all into it ","1670294605894664192","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670294605894664192","1462594792206917634",
"1670084586716426241","Sat Jun 17 22:35:17 +0000 2023","0","@manivrse ","1670198456445460481","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670198456445460481","1258559210679394306",
"1670084586716426241","Sun Jun 18 08:36:11 +0000 2023","0","@manivrse LMAO ","1670349679085895682","","manivrse","ht","","0","0","0","https://x.com/undefined/status/1670349679085895682","3850345574",
"1670084586716426241","Mon Jun 19 03:38:14 +0000 2023","0","@manivrse She was dippin REGARDLESS","1670637083499847680","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670637083499847680","32747336",
"1670084586716426241","Sun Jun 18 08:02:01 +0000 2023","0","@manivrse @MelssMelssMelss les com et les cités me fument","1670341079135055872","","manivrse","fr","","0","0","0","https://x.com/undefined/status/1670341079135055872","1549150655935397892",
"1670084586716426241","Mon Jun 19 02:37:33 +0000 2023","0","@manivrse ","1670621812991102976","","manivrse","qme","","0","0","0","https://x.com/undefined/status/1670621812991102976","1665477412988264450",
"1670084586716426241","Sat Jun 17 23:38:34 +0000 2023","7","@manivrse ariel in her mind https://t.co/MZySNvh9QQ","1670214381194428417","https://pbs.twimg.com/ext_tw_video_thumb/1665860711896031232/pu/img/kaShIaOkLcs6AgeS.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670214381194428417","1358395332359503876",
"1670084586716426241","Wed Jun 21 12:32:04 +0000 2023","0","@manivrse @HalleBailey IFYOU DONT LIKE HER DONT BE SAYING SHIT ","1671496202150453248","","manivrse","en","","0","0","0","https://x.com/undefined/status/1671496202150453248","1667367244718829569",
"1670084586716426241","Thu Jun 22 04:10:15 +0000 2023","0","@manivrse https://t.co/VM0XatCQFq","1671732306371923982","https://pbs.twimg.com/tweet_video_thumb/FzMvq4uWwAExl6l.jpg","manivrse","qme","","0","0","0","https://x.com/undefined/status/1671732306371923982","1518499874169409538",
"1670084586716426241","Thu Jun 22 06:45:02 +0000 2023","0","@manivrse @HalleBailey NOT HALLE RETWEETING https://t.co/3jzsec06Ko","1671771256679460865","https://pbs.twimg.com/ext_tw_video_thumb/1671771245753380864/pu/img/_BqRlOuXuyr94kkg.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1671771256679460865","1624995495918673920",
"1670084586716426241","Sun Oct 01 19:11:26 +0000 2023","0","@manivrse @HalleBailey Eres fea y no sabes actuar solo tienes buena voz haz un disco de musica y deja el cine asi no aras el ridiculo","1708560268295287268","","manivrse","es","","0","0","0","https://x.com/undefined/status/1708560268295287268","1708552663514693632",
"1670084586716426241","Tue Jun 20 18:19:53 +0000 2023","0","@manivrse @HalleBailey Sebastian: Darling it s better down where it s wetter under the s .. Ariel: https://t.co/KrHl5uorkd","1671221347161190400","https://pbs.twimg.com/tweet_video_thumb/FzFe9LQWAA8-G0A.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1671221347161190400","1499021595347718155",
"1670084586716426241","Sun Jun 18 21:07:24 +0000 2023","0","@manivrse You know how lowdown you gotta be to smile dance listen AND SING then DIP the moment he was distracted https://t.co/FGzYwBMm1u","1670538729134473216","https://pbs.twimg.com/media/Fy7yHnxWwAASwoK.jpg","manivrse","en","","0","0","0","https://x.com/undefined/status/1670538729134473216","1078520187127808000",
"1670084586716426241","Sun Jun 18 17:28:00 +0000 2023","0","@manivrse Movies like this all they do is make good parenting harder especially when kids are in their teens and want to rebel. Trying to turn your kids against you and they succeed a lot of the time only to later regret irreversible decisions.","1670483512334639105","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670483512334639105","2446489874",
"1670084586716426241","Sun Jun 18 08:46:12 +0000 2023","0","@manivrse sebastian is a snitch that s why she didn t care","1670352197555453953","","manivrse","en","","0","0","0","https://x.com/undefined/status/1670352197555453953","1530773980340178944",
